Date,Open,High,Low,Close,Adj Close,Volume,UNEM,CPI,GDPCAP,INT,RATE,PASS
9/18/2008,83.5,95.349998,79.370003,92.470001,57.126736,3997000,6.1,4.936927431,51523,11.94,5.78,65818255
9/19/2008,97.089996,104.029999,88.809998,94.989998,58.683571,3716100,6.1,4.936927431,51523,11.94,5.78,65818255
9/22/2008,93.139999,95,88.93,89.18,55.094223,1405900,6.1,4.936927431,51523,11.94,5.78,65818255
9/23/2008,89.540001,91.309998,86.809998,88.139999,54.451702,1353000,6.1,4.936927431,51523,11.94,5.78,65818255
9/24/2008,88.139999,92.010002,86.279999,88.099998,54.427017,1320800,6.1,4.936927431,51523,11.94,5.78,65818255
9/25/2008,89.949997,90.879997,86.010002,86.230003,53.271755,1244900,6.1,4.936927431,51523,11.94,6.09,65818255
9/26/2008,85.809998,86,81,84.970001,52.493359,2080800,6.1,4.936927431,51523,11.94,6.09,65818255
9/29/2008,82.199997,86.190002,77.660004,77.93,48.144119,2282400,6.1,4.936927431,51523,11.94,6.09,65818255
9/30/2008,78.75,83.739998,78.75,81.639999,50.436115,1542600,6.1,4.936927431,51523,11.94,6.09,65818255
10/1/2008,80.260002,83.690002,79.519997,80.190002,49.540325,1514400,6.5,3.655186277,50281,11.94,6.09,65827408
10/2/2008,76.589996,76.599998,70.25,73.839996,45.617374,2580400,6.5,3.655186277,50281,11.94,6.1,65827408
10/3/2008,74.489998,74.940002,70.25,70.419998,43.504539,1936700,6.5,3.655186277,50281,11.94,6.1,65827408
10/6/2008,68.339996,68.5,57.349998,67.769997,41.867397,3817000,6.5,3.655186277,50281,11.94,6.1,65827408
10/7/2008,69.190002,69.190002,59.18,60,37.067207,2708200,6.5,3.655186277,50281,11.94,6.1,65827408
10/8/2008,56.75,66,56.48,60.200001,37.190773,2671200,6.5,3.655186277,50281,11.94,6.1,65827408
10/9/2008,61.650002,64.989998,55.009998,56.240002,34.744324,1967300,6.5,3.655186277,50281,11.94,5.94,65827408
10/10/2008,54.490002,61.830002,51,59.48,36.745953,3190600,6.5,3.655186277,50281,11.94,5.94,65827408
10/13/2008,62.560001,63.580002,60.099998,63.369999,39.149139,1682500,6.5,3.655186277,50281,11.94,5.94,65827408
10/14/2008,61.889999,67.669998,57.049999,59.200001,36.572983,3047100,6.5,3.655186277,50281,11.94,5.94,65827408
10/15/2008,61,62.599998,49.200001,49.299999,30.45689,2291200,6.5,3.655186277,50281,11.94,5.94,65827408
10/16/2008,49.490002,53.400002,45.310001,52.540001,32.458523,2648500,6.5,3.655186277,50281,11.94,6.46,65827408
10/17/2008,51.799999,59.529999,50.419998,57.52,35.535107,2231400,6.5,3.655186277,50281,11.94,6.46,65827408
10/20/2008,58.52,58.93,51.25,52.41,32.378212,1861000,6.5,3.655186277,50281,11.94,6.46,65827408
10/21/2008,52.509998,55,48.779999,49.119999,30.345692,2369400,6.5,3.655186277,50281,11.94,6.46,65827408
10/22/2008,48.130001,50.470001,44.369999,46.380001,28.652952,1808100,6.5,3.655186277,50281,11.94,6.46,65827408
10/23/2008,45.900002,46.5,39.32,42.380001,26.18181,2994000,6.5,3.655186277,50281,11.94,6.04,65827408
10/24/2008,38.57,41.389999,36.59,36.59,22.604822,3695300,6.5,3.655186277,50281,11.94,6.04,65827408
10/27/2008,36,36.639999,32.509998,33.459999,20.671148,3497900,6.5,3.655186277,50281,11.94,6.04,65827408
10/28/2008,34.5,35.189999,28.059999,32.880001,20.31283,5646700,6.5,3.655186277,50281,11.94,6.04,65827408
10/29/2008,34.349998,44.990002,34.310001,41.049999,25.360153,6241900,6.5,3.655186277,50281,11.94,6.04,65827408
10/30/2008,45.049999,48.48,42.310001,46.5,28.727083,4910600,6.5,3.655186277,50281,11.94,6.46,65827408
10/31/2008,48.48,62.889999,46.48,60.400002,37.314331,6523300,6.5,3.655186277,50281,11.94,6.46,65827408
11/3/2008,60.740002,60.990002,50.810001,51.59,31.87162,3285500,6.8,1.069574692,50281,12.03,6.46,65347643
11/4/2008,53.59,54.869999,48.25,51.630001,31.896334,2748500,6.8,1.069574692,50281,12.03,6.46,65347643
11/5/2008,50.740002,51,46.540001,47.389999,29.276911,1945300,6.8,1.069574692,50281,12.03,6.46,65347643
11/6/2008,44.98,47.470001,43.259998,45.700001,28.232855,2699600,6.8,1.069574692,50281,12.03,6.2,65347643
11/7/2008,46.189999,48.900002,41.5,46.040001,28.442905,1724900,6.8,1.069574692,50281,12.03,6.2,65347643
11/10/2008,47.240002,50,44.369999,46.82,28.924776,1459400,6.8,1.069574692,50281,12.03,6.2,65347643
11/11/2008,48.98,50.209999,46.52,50.099998,30.951115,5305200,6.8,1.069574692,50281,12.03,6.2,65347643
11/12/2008,48.299999,48.59,44,45.25,27.954851,3599000,6.8,1.069574692,50281,12.03,6.2,65347643
11/13/2008,45.82,49.119999,43.470001,44.759998,27.652147,9617200,6.8,1.069574692,50281,12.03,6.14,65347643
11/14/2008,43.709999,44.380001,42.5,43,26.564838,6877700,6.8,1.069574692,50281,12.03,6.14,65347643
11/17/2008,42.700001,42.98,38.990002,39.459999,24.377861,3495000,6.8,1.069574692,50281,12.03,6.14,65347643
11/18/2008,39.610001,40.950001,37.52,38.919998,24.044262,3296600,6.8,1.069574692,50281,12.03,6.14,65347643
11/19/2008,38.919998,39.91,32.810001,33.57,20.739109,3653200,6.8,1.069574692,50281,12.03,6.14,65347643
11/20/2008,33.290001,33.490002,29.48,31.25,19.305838,4884000,6.8,1.069574692,50281,12.03,6.04,65347643
11/21/2008,33.790001,33.98,29.209999,32.02,19.78153,3136200,6.8,1.069574692,50281,12.03,6.04,65347643
11/24/2008,33.450001,39.139999,32.029999,37.759998,23.327625,3349200,6.8,1.069574692,50281,12.03,6.04,65347643
11/25/2008,38.02,38.639999,35,37.84,23.377056,1705400,6.8,1.069574692,50281,12.03,6.04,65347643
11/26/2008,37.290001,41.5,36.02,41.5,25.638147,2773400,6.8,1.069574692,50281,12.03,5.97,65347643
11/28/2008,39,42.27,39,39.82,24.600273,1049200,6.8,1.069574692,50281,12.03,5.97,65347643
12/1/2008,38.290001,38.990002,33.860001,33.869999,20.924437,1587800,7.3,0.091412901,50281,12.03,5.97,65237097
12/2/2008,34.290001,37.619999,33.349998,37.580002,23.216429,1215400,7.3,0.091412901,50281,12.03,5.97,65237097
12/3/2008,35,40.02,33.459999,40.02,24.723824,2255100,7.3,0.091412901,50281,12.03,5.97,65237097
12/4/2008,38.110001,39.369999,36.599998,37.900002,23.414122,2275900,7.3,0.091412901,50281,12.03,5.53,65237097
12/5/2008,37.540001,40.849998,36.509998,40.610001,25.088326,1489500,7.3,0.091412901,50281,12.03,5.53,65237097
12/8/2008,42.330002,45.029999,41.5,44.400002,27.429733,2126200,7.3,0.091412901,50281,12.03,5.53,65237097
12/9/2008,43.189999,47.150002,40.619999,41.700001,25.761707,1788300,7.3,0.091412901,50281,12.03,5.53,65237097
12/10/2008,42.23,44.619999,41.16,44.299999,27.367956,1292300,7.3,0.091412901,50281,12.03,5.53,65237097
12/11/2008,43.68,44.869999,40.380001,40.700001,25.143919,1626700,7.3,0.091412901,50281,12.03,5.47,65237097
12/12/2008,39.849998,42.450001,39.490002,42.080002,25.996471,1005600,7.3,0.091412901,50281,12.03,5.47,65237097
12/15/2008,45.290001,45.400002,39,40.759998,25.180984,1920800,7.3,0.091412901,50281,12.03,5.47,65237097
12/16/2008,41.720001,45.599998,41.389999,45.490002,28.103125,1705200,7.3,0.091412901,50281,12.03,5.47,65237097
12/17/2008,44.740002,48.599998,42.630001,47.59,29.400476,1906200,7.3,0.091412901,50281,12.03,5.47,65237097
12/18/2008,49.369999,49.75,43.25,44.619999,27.565651,1821000,7.3,0.091412901,50281,12.03,5.19,65237097
12/19/2008,43.740002,46.549999,42.139999,43.049999,26.595726,1866500,7.3,0.091412901,50281,12.03,5.19,65237097
12/22/2008,43.48,43.799999,41.110001,42.16,26.045897,1575600,7.3,0.091412901,50281,12.03,5.19,65237097
12/23/2008,43.939999,44.150002,41,43.959999,27.157904,1520200,7.3,0.091412901,50281,12.03,5.19,65237097
12/24/2008,44,44.849998,43.259998,43.970001,27.164085,475900,7.3,0.091412901,50281,12.03,5.14,65237097
12/26/2008,44.18,44.93,42.040001,42.799999,26.441282,474900,7.3,0.091412901,50281,12.03,5.14,65237097
12/29/2008,42.849998,42.990002,40.040001,41.900002,25.885263,982900,7.3,0.091412901,50281,12.03,5.14,65237097
12/30/2008,42.040001,43.5,40.939999,42.209999,26.076782,1059700,7.3,0.091412901,50281,12.03,5.14,65237097
12/31/2008,41.970001,43.490002,41.200001,42.259998,26.10767,1127500,7.3,0.091412901,50281,12.03,5.1,65237097
1/2/2009,42.119999,47.5,42.080002,47.419998,29.295444,1361400,7.8,0.029846504,49594,12.03,5.1,64510532
1/5/2009,46.029999,52.779999,46.029999,52.299999,32.310253,3101200,7.8,0.029846504,49594,12.03,5.1,64510532
1/6/2009,52.240002,55.41,50.689999,55.279999,34.151253,3161300,7.8,0.029846504,49594,12.03,5.1,64510532
1/7/2009,53.049999,53.25,46.740002,47.23,29.178074,3278200,7.8,0.029846504,49594,12.03,5.1,64510532
1/8/2009,47.32,47.490002,45.060001,46.450001,28.696205,1616800,7.8,0.029846504,49594,12.03,5.01,64510532
1/9/2009,46.139999,47.080002,43.810001,44.040001,27.207329,1227700,7.8,0.029846504,49594,12.03,5.01,64510532
1/12/2009,43.689999,43.779999,40.369999,41,25.32926,1825300,7.8,0.029846504,49594,12.03,5.01,64510532
1/13/2009,40.82,41.709999,38.34,39.23,24.235783,2338000,7.8,0.029846504,49594,12.03,5.01,64510532
1/14/2009,38.799999,38.799999,35.889999,36.279999,22.413307,2548100,7.8,0.029846504,49594,12.03,5.01,64510532
1/15/2009,36.259998,38.400002,33.52,36.130001,22.320633,3868800,7.8,0.029846504,49594,12.03,4.96,64510532
1/16/2009,37.009998,37.959999,34.91,36.939999,22.821043,2621600,7.8,0.029846504,49594,12.03,4.96,64510532
1/20/2009,36.830002,36.98,32.959999,32.970001,20.368437,2508700,7.8,0.029846504,49594,12.03,4.96,64510532
1/21/2009,33.709999,35.18,33.029999,35,21.622536,1860800,7.8,0.029846504,49594,12.03,4.96,64510532
1/22/2009,34,35.950001,32.549999,34.360001,21.227156,2023000,7.8,0.029846504,49594,12.03,5.12,64510532
1/23/2009,33.32,36.02,32.57,34.259998,21.165371,2011100,7.8,0.029846504,49594,12.03,5.12,64510532
1/26/2009,34.400002,37.099998,33.970001,35.32,21.820232,2314500,7.8,0.029846504,49594,12.03,5.12,64510532
1/27/2009,35.759998,36.849998,33.619999,33.849998,20.912079,1856300,7.8,0.029846504,49594,12.03,5.12,64510532
1/28/2009,35.09,37,34.939999,35.740002,22.079699,2434500,7.8,0.029846504,49594,12.03,5.12,64510532
1/29/2009,35.279999,35.619999,32.610001,32.82,20.275766,2007800,7.8,0.029846504,49594,12.03,5.1,64510532
1/30/2009,32.599998,32.700001,29.549999,30.08,18.583029,3805500,7.8,0.029846504,49594,12.03,5.1,64510532
2/2/2009,29.549999,30.4,28.6,29.73,18.366802,2794700,8.3,0.236191088,49594,12.97,5.1,65302681
2/3/2009,29.879999,30.51,26.799999,28.82,17.804619,3798400,8.3,0.236191088,49594,12.97,5.1,65302681
2/4/2009,27.66,27.85,25.139999,26.23,16.204548,7374300,8.3,0.236191088,49594,12.97,5.1,65302681
2/5/2009,26,29.200001,25.5,28.200001,17.421589,4538000,8.3,0.236191088,49594,12.97,5.25,65302681
2/6/2009,28.309999,30.5,28.01,29.76,18.385338,2586400,8.3,0.236191088,49594,12.97,5.25,65302681
2/9/2009,30,31.5,29.200001,30.85,19.058722,1754200,8.3,0.236191088,49594,12.97,5.25,65302681
2/10/2009,30.02,30.85,27.379999,27.58,17.038561,2020800,8.3,0.236191088,49594,12.97,5.25,65302681
2/11/2009,28.49,28.530001,25.25,26.41,16.315748,2255500,8.3,0.236191088,49594,12.97,5.25,65302681
2/12/2009,26.15,26.879999,25.43,26.709999,16.501083,2883900,8.3,0.236191088,49594,12.97,5.16,65302681
2/13/2009,27.09,27.09,25.629999,26.040001,16.087166,1190800,8.3,0.236191088,49594,12.97,5.16,65302681
2/17/2009,25.6,25.6,23.629999,24.1,14.888661,2237300,8.3,0.236191088,49594,12.97,5.16,65302681
2/18/2009,24.299999,24.440001,22.549999,23.26,14.369723,2579600,8.3,0.236191088,49594,12.97,5.16,65302681
2/19/2009,23.5,24.65,22.549999,23,14.209097,1845500,8.3,0.236191088,49594,12.97,5.04,65302681
2/20/2009,23.799999,25.25,23.280001,24.950001,15.41378,3511400,8.3,0.236191088,49594,12.97,5.04,65302681
2/23/2009,25.049999,25.620001,23.02,23.280001,14.382077,2232400,8.3,0.236191088,49594,12.97,5.04,65302681
2/24/2009,23.469999,26,22.57,25.799999,15.938899,3550500,8.3,0.236191088,49594,12.97,5.04,65302681
2/25/2009,21.959999,23.43,21.059999,21.75,13.436862,7736200,8.3,0.236191088,49594,12.97,5.04,65302681
2/26/2009,22.559999,23.68,21.65,22.280001,13.764286,3452300,8.3,0.236191088,49594,12.97,5.07,65302681
2/27/2009,21.59,21.93,20.719999,20.950001,12.942632,3616200,8.3,0.236191088,49594,12.97,5.07,65302681
3/2/2009,20.5,20.5,17.65,17.65,10.903937,4915400,8.7,-0.383556255,49594,12.97,5.07,63886065
3/3/2009,17.950001,18.290001,16.93,17.280001,10.675358,3758000,8.7,-0.383556255,49594,12.97,5.07,63886065
3/4/2009,17.629999,17.67,15.61,17.200001,10.625934,4331900,8.7,-0.383556255,49594,12.97,5.07,63886065
3/5/2009,16.75,17.34,16.1,16.290001,10.063747,2857900,8.7,-0.383556255,49594,12.97,5.15,63886065
3/6/2009,16.379999,16.75,14.5,15.4,9.513914,2766300,8.7,-0.383556255,49594,12.97,5.15,63886065
3/9/2009,15.09,16.85,14.8,15.55,9.606586,2471700,8.7,-0.383556255,49594,12.97,5.15,63886065
3/10/2009,16.51,20.129999,16.459999,19.5,12.046843,5350500,8.7,-0.383556255,49594,12.97,5.15,63886065
3/11/2009,19.99,20.950001,18.209999,19.02,11.750308,3576700,8.7,-0.383556255,49594,12.97,5.15,63886065
3/12/2009,19.469999,20.6,18.41,20.52,12.676986,2573200,8.7,-0.383556255,49594,12.97,5.03,63886065
3/13/2009,21.16,22.5,20.01,20.799999,12.849967,2579600,8.7,-0.383556255,49594,12.97,5.03,63886065
3/16/2009,21.540001,21.85,19.549999,19.65,12.139512,1507400,8.7,-0.383556255,49594,12.97,5.03,63886065
3/17/2009,18.950001,20.950001,18.709999,20.719999,12.80054,6386900,8.7,-0.383556255,49594,12.97,5.03,63886065
3/18/2009,20.6,21.41,19.35,21.17,13.078547,3566500,8.7,-0.383556255,49594,12.97,5.03,63886065
3/19/2009,21.299999,21.950001,19.950001,20.780001,12.83761,2872800,8.7,-0.383556255,49594,12.97,4.98,63886065
3/20/2009,21.35,21.4,19.959999,20.530001,12.683162,2731800,8.7,-0.383556255,49594,12.97,4.98,63886065
3/23/2009,21.459999,23.6,20.639999,23.43,14.474745,4108000,8.7,-0.383556255,49594,12.97,4.98,63886065
3/24/2009,22.860001,23.870001,22.209999,22.6,13.961978,2185200,8.7,-0.383556255,49594,12.97,4.98,63886065
3/25/2009,22.59,23.75,20,22.360001,13.813716,3155600,8.7,-0.383556255,49594,12.97,4.98,63886065
3/26/2009,22.719999,23.09,21.4,22.700001,14.023757,2390900,8.7,-0.383556255,49594,12.97,4.85,63886065
3/27/2009,21.98,22.780001,21.32,21.370001,13.202103,2107600,8.7,-0.383556255,49594,12.97,4.85,63886065
3/30/2009,20.370001,20.780001,19,19.190001,11.855331,2177600,8.7,-0.383556255,49594,12.97,4.85,63886065
3/31/2009,19.68,20.200001,19,19.969999,12.337201,2588100,8.7,-0.383556255,49594,12.97,4.85,63886065
4/1/2009,20,21.639999,19.52,21.549999,13.313306,2913500,9,-0.736885715,49408,12.97,4.85,65237061
4/2/2009,23.24,26.870001,23.24,26.85,16.58758,6971800,9,-0.736885715,49408,12.97,4.78,65237061
4/3/2009,26.51,29.940001,26.24,29.65,18.317377,5659900,9,-0.736885715,49408,12.97,4.78,65237061
4/6/2009,30.950001,33,30.709999,31.200001,19.274944,8179300,9,-0.736885715,49408,12.97,4.78,65237061
4/7/2009,30.309999,30.51,26.58,26.709999,16.501083,5167400,9,-0.736885715,49408,12.97,4.78,65237061
4/8/2009,27.5,27.68,25.83,27.68,17.100344,4355800,9,-0.736885715,49408,12.97,4.78,65237061
4/9/2009,29.110001,32,28.91,30.27,18.700405,4922300,9,-0.736885715,49408,12.97,4.87,65237061
4/13/2009,29.450001,31.49,28.5,31.440001,19.423216,3093000,9,-0.736885715,49408,12.97,4.87,65237061
4/14/2009,30.549999,35.599998,30.51,32.389999,20.010115,5307600,9,-0.736885715,49408,12.97,4.87,65237061
4/15/2009,31.549999,33.130001,31.540001,32.939999,20.349895,2891100,9,-0.736885715,49408,12.97,4.87,65237061
4/16/2009,33.029999,34.25,32.5,33.470001,20.677328,3119500,9,-0.736885715,49408,12.97,4.82,65237061
4/17/2009,33.330002,33.439999,32.16,32.759998,20.238699,3744700,9,-0.736885715,49408,12.97,4.82,65237061
4/20/2009,31.780001,32.75,29.83,30.440001,18.805428,2341900,9,-0.736885715,49408,12.97,4.82,65237061
4/21/2009,29.91,31.85,29,31.59,19.515884,3284000,9,-0.736885715,49408,12.97,4.82,65237061
4/22/2009,31.219999,35.66,31.120001,34.560001,21.350716,5278200,9,-0.736885715,49408,12.97,4.82,65237061
4/23/2009,34.5,38,34.110001,36.43,22.505976,5213700,9,-0.736885715,49408,12.97,4.8,65237061
4/24/2009,37.459999,40.16,36.939999,39.529999,24.421106,5004500,9,-0.736885715,49408,12.97,4.8,65237061
4/27/2009,37.490002,40,36.759998,37.48,23.154652,4320800,9,-0.736885715,49408,12.97,4.8,65237061
4/28/2009,36.25,37.84,35.77,36.23,22.382412,3457600,9,-0.736885715,49408,12.97,4.8,65237061
4/29/2009,37.93,39.5,36.549999,38.16,23.574751,3388500,9,-0.736885715,49408,12.97,4.8,65237061
4/30/2009,40.740002,44.18,38.93,39.23,24.235783,6188600,9,-0.736885715,49408,12.97,4.78,65237061
5/1/2009,39.029999,41.02,38.220001,39.16,24.192532,2668500,9.4,-1.281435799,49408,13.32,4.78,63386572
5/4/2009,40.5,43.830002,40.029999,42.810001,26.447456,3576600,9.4,-1.281435799,49408,13.32,4.78,63386572
5/5/2009,46.380001,50.77,44.849998,49.98,30.876997,9437000,9.4,-1.281435799,49408,13.32,4.78,63386572
5/6/2009,49.209999,49.48,44.549999,47.119999,29.110117,7667500,9.4,-1.281435799,49408,13.32,4.78,63386572
5/7/2009,48,48.349998,43.299999,44.209999,27.312353,3863700,9.4,-1.281435799,49408,13.32,4.84,63386572
5/8/2009,45.060001,48.200001,44.639999,47.459999,29.320166,2804500,9.4,-1.281435799,49408,13.32,4.84,63386572
5/11/2009,46.02,49.75,45.27,48.959999,30.24684,3112000,9.4,-1.281435799,49408,13.32,4.84,63386572
5/12/2009,49.450001,49.709999,44.099998,45.18,27.911615,4481500,9.4,-1.281435799,49408,13.32,4.84,63386572
5/13/2009,44,44.639999,39.360001,39.779999,24.575556,5256400,9.4,-1.281435799,49408,13.32,4.84,63386572
5/14/2009,39.830002,41.060001,37.049999,39.439999,24.365509,6139900,9.4,-1.281435799,49408,13.32,4.86,63386572
5/15/2009,40,41.869999,37.59,37.900002,23.414122,3811200,9.4,-1.281435799,49408,13.32,4.86,63386572
5/18/2009,38.889999,41.689999,38.779999,41.400002,25.576374,3593000,9.4,-1.281435799,49408,13.32,4.86,63386572
5/19/2009,41.830002,42.360001,39.68,40.049999,24.742363,3264800,9.4,-1.281435799,49408,13.32,4.86,63386572
5/20/2009,40.43,41.869999,38.93,39.18,24.204891,2846300,9.4,-1.281435799,49408,13.32,4.86,63386572
5/21/2009,38.5,39.189999,36.669998,37.110001,22.926065,3183700,9.4,-1.281435799,49408,13.32,4.82,63386572
5/22/2009,37.16,37.529999,35.25,35.849998,22.147661,2988000,9.4,-1.281435799,49408,13.32,4.82,63386572
5/26/2009,35.25,38.849998,35.150002,38.099998,23.537674,2912800,9.4,-1.281435799,49408,13.32,4.82,63386572
5/27/2009,38,38.720001,36.27,36.389999,22.481264,3141000,9.4,-1.281435799,49408,13.32,4.82,63386572
5/28/2009,37,37.650002,35.240002,36.349998,22.456549,2360100,9.4,-1.281435799,49408,13.32,4.91,63386572
5/29/2009,36.59,37.490002,36.049999,37.060001,22.89518,2801700,9.4,-1.281435799,49408,13.32,4.91,63386572
6/1/2009,38.259998,40.880001,38.060001,40.709999,25.150097,4991600,9.5,-1.426776044,49408,13.32,4.91,64684309
6/2/2009,40.700001,41.139999,39.299999,40.599998,25.082148,2933000,9.5,-1.426776044,49408,13.32,4.91,64684309
6/3/2009,41.02,41.220001,38.75,39.509998,24.408752,3632600,9.5,-1.426776044,49408,13.32,4.91,64684309
6/4/2009,39.52,40.98,38.59,40.599998,25.082148,2762000,9.5,-1.426776044,49408,13.32,5.29,64684309
6/5/2009,41.48,42.200001,39.619999,40.599998,25.082148,2477500,9.5,-1.426776044,49408,13.32,5.29,64684309
6/8/2009,39.849998,39.849998,37.560001,38.93,24.050444,3253600,9.5,-1.426776044,49408,13.32,5.29,64684309
6/9/2009,39.25,39.5,37.700001,38.310001,23.667416,2485700,9.5,-1.426776044,49408,13.32,5.29,64684309
6/10/2009,38.610001,38.98,36.25,37.349998,23.074335,4311200,9.5,-1.426776044,49408,13.32,5.29,64684309
6/11/2009,37.5,37.599998,36.470001,36.970001,22.839577,3079800,9.5,-1.426776044,49408,13.32,5.59,64684309
6/12/2009,36.740002,37.560001,35.799999,37.41,23.111403,3178800,9.5,-1.426776044,49408,13.32,5.59,64684309
6/15/2009,36.939999,36.939999,34.200001,34.990002,21.616362,5467900,9.5,-1.426776044,49408,13.32,5.59,64684309
6/16/2009,35.209999,37.439999,35.09,36.080002,22.289751,4759200,9.5,-1.426776044,49408,13.32,5.59,64684309
6/17/2009,36.380001,37.07,34.049999,36,22.240324,4320700,9.5,-1.426776044,49408,13.32,5.59,64684309
6/18/2009,37.139999,37.580002,35.009998,35.599998,21.993204,2650900,9.5,-1.426776044,49408,13.32,5.38,64684309
6/19/2009,36.43,37.099998,35.900002,36.860001,22.771627,3568100,9.5,-1.426776044,49408,13.32,5.38,64684309
6/22/2009,36.200001,36.5,34.27,34.279999,21.177731,2943300,9.5,-1.426776044,49408,13.32,5.38,64684309
6/23/2009,34.369999,35.110001,32.709999,33.990002,20.998571,3780800,9.5,-1.426776044,49408,13.32,5.38,64684309
6/24/2009,34.32,36.880001,34.25,35.990002,22.234146,3295100,9.5,-1.426776044,49408,13.32,5.38,64684309
6/25/2009,35.720001,37.259998,35.119999,37.16,22.956963,2493200,9.5,-1.426776044,49408,13.32,5.42,64684309
6/26/2009,37.029999,37.279999,35.959999,36.720001,22.685131,2775700,9.5,-1.426776044,49408,13.32,5.42,64684309
6/29/2009,36.799999,37.5,35.849998,36.93,22.814865,2160600,9.5,-1.426776044,49408,13.32,5.42,64684309
6/30/2009,35.720001,36.93,35.119999,35.299999,21.807875,2649200,9.5,-1.426776044,49408,13.32,5.42,64684309
7/1/2009,35.400002,36.23,35.25,35.389999,21.863476,2001800,9.5,-2.097161354,49473,13.32,5.42,65216505
7/2/2009,34.93,34.939999,33.200001,33.41,20.640253,2330500,9.5,-2.097161354,49473,13.32,5.32,65216505
7/6/2009,32.68,33.279999,31.82,32.689999,20.195448,2841500,9.5,-2.097161354,49473,13.32,5.32,65216505
7/7/2009,32.52,32.68,30.629999,30.75,18.996952,3494500,9.5,-2.097161354,49473,13.32,5.32,65216505
7/8/2009,31.49,31.49,29.049999,29.91,18.478003,4489400,9.5,-2.097161354,49473,13.32,5.32,65216505
7/9/2009,30.120001,33.400002,30.120001,31.93,19.725929,5776200,9.5,-2.097161354,49473,13.32,5.2,65216505
7/10/2009,31.57,31.58,30.42,30.98,19.13903,2774000,9.5,-2.097161354,49473,13.32,5.2,65216505
7/13/2009,31.309999,32.5,30.219999,32.310001,19.96069,2886300,9.5,-2.097161354,49473,13.32,5.2,65216505
7/14/2009,32.07,34.049999,31.68,33.799999,20.881199,3214700,9.5,-2.097161354,49473,13.32,5.2,65216505
7/15/2009,34.48,36.549999,34.439999,36.189999,22.357702,4645700,9.5,-2.097161354,49473,13.32,5.2,65216505
7/16/2009,35.689999,37.98,35.02,37.52,23.179367,3553700,9.5,-2.097161354,49473,13.32,5.14,65216505
7/17/2009,37.290001,37.290001,35.830002,36.169998,22.345346,3024700,9.5,-2.097161354,49473,13.32,5.14,65216505
7/20/2009,36.529999,40.490002,36.529999,39.830002,24.606443,3940700,9.5,-2.097161354,49473,13.32,5.14,65216505
7/21/2009,41.919998,41.93,38.77,39.77,24.569386,4322200,9.5,-2.097161354,49473,13.32,5.14,65216505
7/22/2009,40.799999,43.349998,40.5,42.259998,26.10767,6271600,9.5,-2.097161354,49473,13.32,5.14,65216505
7/23/2009,42.619999,45.880001,41.360001,44.669998,27.59654,6807500,9.5,-2.097161354,49473,13.32,5.2,65216505
7/24/2009,43.75,48.110001,43.549999,47.290001,29.215143,4863800,9.5,-2.097161354,49473,13.32,5.2,65216505
7/27/2009,48.150002,49.66,47.110001,47.75,29.499315,4649400,9.5,-2.097161354,49473,13.32,5.2,65216505
7/28/2009,46.610001,47.369999,45.439999,46.59,28.782694,3254500,9.5,-2.097161354,49473,13.32,5.2,65216505
7/29/2009,45.869999,46.130001,43.68,44.310001,27.374142,4260400,9.5,-2.097161354,49473,13.32,5.2,65216505
7/30/2009,47.599998,51.48,47.259998,50.150002,30.982,9953300,9.5,-2.097161354,49473,13.32,5.25,65216505
7/31/2009,49.41,51.669998,48.349998,51.169998,31.612152,5371000,9.5,-2.097161354,49473,13.32,5.25,65216505
8/3/2009,52.560001,54.5,52.23,53.43,33.008339,4481200,9.6,-1.484348612,49473,13.71,5.25,66373181
8/4/2009,54.32,58.650002,54.32,58,35.831638,7139800,9.6,-1.484348612,49473,13.71,5.25,66373181
8/5/2009,59.189999,59.860001,56.099998,56.57,34.948212,5221500,9.6,-1.484348612,49473,13.71,5.25,66373181
8/6/2009,57.18,58.700001,55.52,55.59,34.342773,4769500,9.6,-1.484348612,49473,13.71,5.22,66373181
8/7/2009,57.349998,59.34,56.139999,58.470001,36.121994,4349300,9.6,-1.484348612,49473,13.71,5.22,66373181
8/10/2009,58.25,59.700001,56.209999,56.400002,34.843178,3699400,9.6,-1.484348612,49473,13.71,5.22,66373181
8/11/2009,56.09,56.610001,54.099998,55.439999,34.250107,4284700,9.6,-1.484348612,49473,13.71,5.22,66373181
8/12/2009,55.759998,60.43,55.759998,59.52,36.770676,6012000,9.6,-1.484348612,49473,13.71,5.22,66373181
8/13/2009,60.18,61.200001,57.919998,60.880001,37.610855,5440500,9.6,-1.484348612,49473,13.71,5.29,66373181
8/14/2009,60.34,60.639999,56.860001,57.150002,35.306519,8254600,9.6,-1.484348612,49473,13.71,5.29,66373181
8/17/2009,54.740002,54.75,52.75,52.889999,32.674747,4949100,9.6,-1.484348612,49473,13.71,5.29,66373181
8/18/2009,53.939999,55.740002,53.509998,55.310001,34.169788,4130700,9.6,-1.484348612,49473,13.71,5.29,66373181
8/19/2009,53.5,55.5,53.139999,54.849998,33.885597,3386500,9.6,-1.484348612,49473,13.71,5.29,66373181
8/20/2009,55.09,56.630001,54.639999,55.419998,34.237743,2797700,9.6,-1.484348612,49473,13.71,5.12,66373181
8/21/2009,57.009998,57.349998,55.259998,56.950001,35.182964,4456400,9.6,-1.484348612,49473,13.71,5.12,66373181
