Date,MGM,LVS,PENN,WYNN,UNEM,CPI,GDPCAP,INT,RATE,PASS
9/1/2009,7.319957,8.97007,6.430025,32.402924,9.8,-1.286205967,49473,13.71,5.14,65507892
9/2/2009,7.386072,9.29019,6.445851,32.54501,9.8,-1.286205967,49473,13.71,5.14,65507892
9/3/2009,7.839438,9.55696,6.475243,33.002167,9.8,-1.286205967,49473,13.71,5.08,65507892
9/4/2009,8.273911,10.34393,6.391589,34.935856,9.8,-1.286205967,49473,13.71,5.08,65507892
9/8/2009,8.887847,10.62403,6.104454,35.473312,9.8,-1.286205967,49473,13.71,5.08,65507892
9/9/2009,9.530111,11.23093,6.016279,37.740601,9.8,-1.286205967,49473,13.71,5.08,65507892
9/10/2009,10.616296,10.83078,6.104454,38.395443,9.8,-1.286205967,49473,13.71,5.07,65507892
9/11/2009,11.183005,11.15757,6.246891,39.847248,9.8,-1.286205967,49473,13.71,5.07,65507892
9/14/2009,11.655260,12.04457,6.350893,42.695244,9.8,-1.286205967,49473,13.71,5.07,65507892
9/15/2009,12.628107,13.04495,6.328284,44.770996,9.8,-1.286205967,49473,13.71,5.07,65507892
9/16/2009,11.711929,12.45139,6.206195,42.577869,9.8,-1.286205967,49473,13.71,5.07,65507892
9/17/2009,12.561992,12.66481,6.267239,42.744678,9.8,-1.286205967,49473,13.71,5.04,65507892
9/18/2009,12.486430,12.57811,6.298892,42.726128,9.8,-1.286205967,49473,13.71,5.04,65507892
9/21/2009,12.373089,12.43139,6.278544,42.429596,9.8,-1.286205967,49473,13.71,5.04,65507892
9/22/2009,12.760336,12.85155,6.375763,45.061356,9.8,-1.286205967,49473,13.71,5.04,65507892
9/23/2009,12.306971,12.49808,6.206195,44.270599,9.8,-1.286205967,49473,13.71,5.04,65507892
9/24/2009,11.466359,11.60440,6.217499,42.973244,9.8,-1.286205967,49473,13.71,5.04,65507892
9/25/2009,11.957501,11.73779,6.210717,43.399517,9.8,-1.286205967,49473,13.71,5.04,65507892
9/28/2009,11.995284,11.76447,6.242369,44.017307,9.8,-1.286205967,49473,13.71,5.04,65507892
9/29/2009,11.778047,11.58440,6.312458,45.25288,9.8,-1.286205967,49473,13.71,5.04,65507892
9/30/2009,11.371906,11.23093,6.253674,43.794914,9.8,-1.286205967,49473,13.71,5.04,65507892
10/1/2009,10.115708,10.30391,6.014018,40.526817,10,-0.182848277,49886,13.71,4.94,65138239
10/2/2009,10.446284,10.75742,5.894189,41.799458,10,-0.182848277,49886,13.71,4.94,65138239
10/5/2009,10.899650,11.63775,6.108976,42.1516,10,-0.182848277,49886,13.71,4.94,65138239
10/6/2009,11.456912,11.57773,6.086367,42.4049,10,-0.182848277,49886,13.71,4.94,65138239
10/7/2009,11.239673,11.57106,5.943929,41.607929,10,-0.182848277,49886,13.71,4.94,65138239
10/8/2009,11.645814,12.19130,5.957495,43.189468,10,-0.182848277,49886,13.71,4.87,65138239
10/9/2009,11.589144,12.03791,5.900972,41.898293,10,-0.182848277,49886,13.71,4.87,65138239
10/12/2009,11.409688,11.81782,5.948451,40.699791,10,-0.182848277,49886,13.71,4.87,65138239
10/13/2009,11.031883,11.83116,5.921320,40.773926,10,-0.182848277,49886,13.71,4.87,65138239
10/14/2009,11.419131,11.96454,6.052453,41.472012,10,-0.182848277,49886,13.71,4.87,65138239
10/15/2009,11.409688,11.29095,5.855754,40.14378,10,-0.182848277,49886,13.71,4.92,65138239
10/16/2009,11.079109,11.23760,5.896450,39.766941,10,-0.182848277,49886,13.71,4.92,65138239
10/19/2009,11.145224,11.09755,6.226543,39.946095,10,-0.182848277,49886,13.71,4.92,65138239
10/20/2009,11.268010,10.97750,6.183586,39.377728,10,-0.182848277,49886,13.71,4.92,65138239
10/21/2009,10.994104,10.90414,6.475243,38.475758,10,-0.182848277,49886,13.71,4.92,65138239
10/22/2009,11.060216,11.21759,6.326023,39.155334,10,-0.182848277,49886,13.71,5,65138239
10/23/2009,10.682414,11.01084,6.249152,38.586967,10,-0.182848277,49886,13.71,5,65138239
10/26/2009,10.389614,10.71073,6.170020,38.963802,10,-0.182848277,49886,13.71,5,65138239
10/27/2009,9.095634,9.54362,5.876102,34.676376,10,-0.182848277,49886,13.71,5,65138239
10/28/2009,8.415589,8.78333,5.688447,33.280178,10,-0.182848277,49886,13.71,5,65138239
10/29/2009,9.190087,9.84374,5.808275,34.775227,10,-0.182848277,49886,13.71,5.03,65138239
10/30/2009,8.755613,10.06382,5.681664,33.49641,10,-0.182848277,49886,13.71,5.03,65138239
11/2/2009,8.528930,9.53028,5.765318,33.193687,9.9,1.838295869,49886,13.6,5.03,64413532
11/3/2009,9.114527,10.09717,5.923581,34.676376,9.9,1.838295869,49886,13.6,5.03,64413532
11/4/2009,8.802837,9.91043,6.373502,34.145069,9.9,1.838295869,49886,13.6,5.03,64413532
11/5/2009,9.199533,10.31725,6.330545,36.968376,9.9,1.838295869,49886,13.6,4.98,64413532
11/6/2009,9.208978,10.23722,6.380285,36.90041,9.9,1.838295869,49886,13.6,4.98,64413532
11/9/2009,9.860688,11.19758,6.500113,39.254173,9.9,1.838295869,49886,13.6,4.98,64413532
11/10/2009,9.822907,11.31763,6.448112,39.59396,9.9,1.838295869,49886,13.6,4.98,64413532
11/11/2009,10.266831,11.75780,6.463939,41.107529,9.9,1.838295869,49886,13.6,4.98,64413532
11/12/2009,9.964585,11.34431,6.344110,41.768562,9.9,1.838295869,49886,13.6,4.91,64413532
11/13/2009,10.153488,11.59774,6.389329,42.627281,9.9,1.838295869,49886,13.6,4.91,64413532
11/16/2009,10.559628,11.76447,6.491069,42.324566,9.9,1.838295869,49886,13.6,4.91,64413532
11/17/2009,11.012991,12.08459,6.540809,43.951683,9.9,1.838295869,49886,13.6,4.91,64413532
11/18/2009,11.183005,11.73779,6.484287,43.302147,9.9,1.838295869,49886,13.6,4.91,64413532
11/19/2009,10.606853,11.30429,6.285327,42.081818,9.9,1.838295869,49886,13.6,4.83,64413532
11/20/2009,10.115708,10.90414,6.246891,41.911228,9.9,1.838295869,49886,13.6,4.83,64413532
11/23/2009,10.162934,10.69740,6.231065,41.845619,9.9,1.838295869,49886,13.6,4.83,64413532
11/24/2009,10.068482,10.54400,6.328284,41.346985,9.9,1.838295869,49886,13.6,4.83,64413532
11/25/2009,10.399061,10.99751,6.337328,42.888821,9.9,1.838295869,49886,13.6,4.78,64413532
11/27/2009,9.974030,10.53066,6.210717,41.320751,9.9,1.838295869,49886,13.6,4.78,64413532
11/30/2009,9.983476,10.21721,6.056975,42.344261,9.9,1.838295869,49886,13.6,4.78,64413532
12/1/2009,10.531292,10.75075,6.224282,43.544899,9.9,2.721331126,49886,13.6,4.78,65935888
12/2/2009,10.295164,10.75075,6.235587,43.466171,9.9,2.721331126,49886,13.6,4.78,65935888
12/3/2009,10.040148,10.75742,6.199412,42.888821,9.9,2.721331126,49886,13.6,4.71,65935888
12/4/2009,10.210158,10.78410,6.472982,43.827038,9.9,2.721331126,49886,13.6,4.71,65935888
12/7/2009,9.794573,10.55067,6.289849,42.48204,9.9,2.721331126,49886,13.6,4.71,65935888
12/8/2009,9.577338,10.31725,6.183586,41.563496,9.9,2.721331126,49886,13.6,4.71,65935888
12/9/2009,9.435658,10.17053,6.018539,41.320751,9.9,2.721331126,49886,13.6,4.71,65935888
12/10/2009,9.123972,10.07049,6.004974,40.546547,9.9,2.721331126,49886,13.6,4.81,65935888
12/11/2009,9.501778,10.14385,6.199412,40.671223,9.9,2.721331126,49886,13.6,4.81,65935888
12/14/2009,10.068482,10.87746,6.420981,41.858761,9.9,2.721331126,49886,13.6,4.81,65935888
12/15/2009,9.775685,10.52400,6.339589,40.540005,9.9,2.721331126,49886,13.6,4.81,65935888
12/16/2009,9.775685,10.53733,6.310197,40.835243,9.9,2.721331126,49886,13.6,4.81,65935888
12/17/2009,9.341209,10.30391,6.099932,39.811718,9.9,2.721331126,49886,13.6,4.94,65935888
12/18/2009,9.105082,10.19720,6.140629,39.378704,9.9,2.721331126,49886,13.6,4.94,65935888
12/21/2009,8.991740,10.35060,6.185847,39.929825,9.9,2.721331126,49886,13.6,4.94,65935888
12/22/2009,8.623381,10.21054,6.203934,38.958813,9.9,2.721331126,49886,13.6,4.94,65935888
12/23/2009,9.133417,10.40395,6.212978,39.352459,9.9,2.721331126,49886,13.6,4.94,65935888
12/24/2009,8.972848,10.22388,6.174542,38.965378,9.9,2.721331126,49886,13.6,5.05,65935888
12/28/2009,8.840620,10.14385,6.301153,38.637329,9.9,2.721331126,49886,13.6,5.05,65935888
12/29/2009,8.887847,10.19720,6.274022,38.663574,9.9,2.721331126,49886,13.6,5.05,65935888
12/30/2009,8.670605,10.03714,6.188108,38.512669,9.9,2.721331126,49886,13.6,5.05,65935888
12/31/2009,8.613935,9.96378,6.147411,38.2043,9.9,2.721331126,49886,13.6,5.14,65935888
1/4/2010,9.190087,11.08421,6.274022,41.963718,9.8,2.625708643,50036,13.6,5.14,66080757
1/5/2010,9.917359,12.18463,6.298892,44.515923,9.8,2.625708643,50036,13.6,5.14,66080757
1/6/2010,9.577338,12.07125,6.373502,43.932007,9.8,2.625708643,50036,13.6,5.14,66080757
1/7/2010,10.200714,12.33802,6.579245,44.870209,9.8,2.625708643,50036,13.6,5.09,66080757
1/8/2010,10.011812,12.07125,6.570201,44.548729,9.8,2.625708643,50036,13.6,5.09,66080757
1/11/2010,10.295164,12.24465,6.565679,44.404385,9.8,2.625708643,50036,13.6,5.09,66080757
1/12/2010,11.286899,12.23131,6.393850,44.601219,9.8,2.625708643,50036,13.6,5.09,66080757
1/13/2010,11.702486,12.19797,6.427764,45.532871,9.8,2.625708643,50036,13.6,5.09,66080757
1/14/2010,11.693043,12.43806,6.470721,47.310894,9.8,2.625708643,50036,13.6,5.06,66080757
1/15/2010,11.419131,12.27133,6.653855,46.254566,9.8,2.625708643,50036,13.6,5.06,66080757
1/19/2010,11.532474,12.41805,6.692290,46.792568,9.8,2.625708643,50036,13.6,5.06,66080757
1/20/2010,11.249121,11.92453,6.622202,44.719307,9.8,2.625708643,50036,13.6,5.06,66080757
1/21/2010,10.691858,11.35098,6.784988,42.888821,9.8,2.625708643,50036,13.6,4.99,66080757
1/22/2010,10.975210,10.85746,6.687768,41.957165,9.8,2.625708643,50036,13.6,4.99,66080757
1/25/2010,11.324682,10.79743,6.558897,41.72097,9.8,2.625708643,50036,13.6,4.99,66080757
1/26/2010,11.419131,10.81077,6.436808,41.235458,9.8,2.625708643,50036,13.6,4.99,66080757
1/27/2010,11.541920,10.83078,6.357676,41.176414,9.8,2.625708643,50036,13.6,4.99,66080757
1/28/2010,11.107442,10.57735,6.240109,40.526878,9.8,2.625708643,50036,13.6,4.98,66080757
1/29/2010,10.446284,10.33726,6.099932,40.599056,9.8,2.625708643,50036,13.6,4.98,66080757
2/1/2010,11.164111,11.41100,6.183586,43.000343,9.8,2.143331778,50036,14.26,4.98,65549854
2/2/2010,11.220786,11.30429,6.233326,42.541077,9.8,2.143331778,50036,14.26,4.98,65549854
2/3/2010,10.786310,11.01752,6.151933,42.147434,9.8,2.143331778,50036,14.26,4.98,65549854
2/4/2010,10.191267,10.25056,5.403572,39.916706,9.8,2.143331778,50036,14.26,5.01,65549854
2/5/2010,10.332944,10.47731,5.252091,40.264442,9.8,2.143331778,50036,14.26,5.01,65549854
2/8/2010,10.134599,10.36393,5.224960,39.864216,9.8,2.143331778,50036,14.26,5.01,65549854
2/9/2010,10.125153,10.59736,5.263396,40.435024,9.8,2.143331778,50036,14.26,5.01,65549854
2/10/2010,9.822907,10.56401,5.254352,40.28413,9.8,2.143331778,50036,14.26,5.01,65549854
2/11/2010,10.748529,11.25094,5.265657,42.619823,9.8,2.143331778,50036,14.26,4.97,65549854
2/12/2010,10.417950,11.21092,5.276961,41.360107,9.8,2.143331778,50036,14.26,4.97,65549854
2/16/2010,10.946877,11.71111,5.186525,42.587002,9.8,2.143331778,50036,14.26,4.97,65549854
2/17/2010,10.984658,11.64442,5.200090,42.258972,9.8,2.143331778,50036,14.26,4.97,65549854
2/18/2010,10.200714,10.61069,5.143568,40.684341,9.8,2.143331778,50036,14.26,4.93,65549854
2/19/2010,10.257382,10.83078,5.116437,40.841805,9.8,2.143331778,50036,14.26,4.93,65549854
2/22/2010,10.314054,11.01752,5.143568,41.346985,9.8,2.143331778,50036,14.26,4.93,65549854
2/23/2010,9.851244,10.73074,5.114176,41.780022,9.8,2.143331778,50036,14.26,4.93,65549854
2/24/2010,9.860688,10.73074,5.166177,41.563496,9.8,2.143331778,50036,14.26,4.93,65549854
2/25/2010,9.870135,10.80411,5.116437,41.202644,9.8,2.143331778,50036,14.26,5.05,65549854
2/26/2010,9.955140,11.09088,5.222700,41.707844,9.8,2.143331778,50036,14.26,5.05,65549854
3/1/2010,10.068482,11.39766,5.342528,43.446487,9.9,2.313959447,50036,14.26,5.05,66601943
3/2/2010,10.096817,11.41100,5.353832,43.872959,9.9,2.313959447,50036,14.26,5.05,66601943
3/3/2010,10.247935,11.45101,5.347050,43.544899,9.9,2.313959447,50036,14.26,5.05,66601943
3/4/2010,10.172380,11.45769,5.437486,43.229973,9.9,2.313959447,50036,14.26,4.97,66601943
3/5/2010,10.644634,11.91786,5.484965,44.443741,9.9,2.313959447,50036,14.26,4.97,66601943
3/8/2010,10.833538,12.29800,5.473660,45.263866,9.9,2.313959447,50036,14.26,4.97,66601943
3/9/2010,10.899650,12.57144,5.437486,45.77562,9.9,2.313959447,50036,14.26,4.97,66601943
3/10/2010,11.230229,13.15833,5.428442,46.556366,9.9,2.313959447,50036,14.26,4.97,66601943
3/11/2010,11.022439,12.89823,5.473660,46.707268,9.9,2.313959447,50036,14.26,4.95,66601943
3/12/2010,11.145224,13.06496,5.602532,46.890991,9.9,2.313959447,50036,14.26,4.95,66601943
3/15/2010,10.748529,12.46473,5.579923,46.234882,9.9,2.313959447,50036,14.26,4.95,66601943
3/16/2010,11.617478,13.37841,5.607054,48.308144,9.9,2.313959447,50036,14.26,4.95,66601943
3/17/2010,11.579700,13.23169,5.643229,47.770145,9.9,2.313959447,50036,14.26,4.95,66601943
3/18/2010,11.249121,12.85822,5.631924,47.245266,9.9,2.313959447,50036,14.26,4.96,66601943
3/19/2010,11.097998,13.00494,5.792449,47.07468,9.9,2.313959447,50036,14.26,4.96,66601943
3/22/2010,11.825273,14.29209,5.810536,50.217384,9.9,2.313959447,50036,14.26,4.96,66601943
3/23/2010,11.806385,14.30543,5.833145,50.07959,9.9,2.313959447,50036,14.26,4.96,66601943
3/24/2010,11.759155,14.60554,5.835406,49.738426,9.9,2.313959447,50036,14.26,4.96,66601943
3/25/2010,11.305792,13.95864,6.233326,48.819901,9.9,2.313959447,50036,14.26,4.99,66601943
3/26/2010,11.768600,14.59888,6.296631,50.276421,9.9,2.313959447,50036,14.26,4.99,66601943
3/29/2010,11.787492,14.57887,6.188108,50.420773,9.9,2.313959447,50036,14.26,4.99,66601943
3/30/2010,11.532474,14.14537,6.240109,50.683193,9.9,2.313959447,50036,14.26,4.99,66601943
3/31/2010,11.334124,14.10535,6.287588,49.751541,9.9,2.313959447,50036,14.26,4.99,66601943
4/1/2010,11.371906,14.20539,6.366719,50.781597,9.9,2.236447196,50424,14.26,5.08,64858372
4/5/2010,12.439201,15.57925,6.443590,53.98336,9.9,2.236447196,50424,14.26,5.08,64858372
4/6/2010,12.807564,15.62593,6.416459,53.629051,9.9,2.236447196,50424,14.26,5.08,64858372
4/7/2010,12.609216,15.29247,6.411938,53.57655,9.9,2.236447196,50424,14.26,5.08,64858372
4/8/2010,13.912640,16.15947,6.439069,56.574917,9.9,2.236447196,50424,14.26,5.21,64858372
4/9/2010,13.978756,16.08610,6.588288,57.191658,9.9,2.236447196,50424,14.26,5.21,64858372
4/12/2010,14.205438,16.15280,6.570201,57.014515,9.9,2.236447196,50424,14.26,5.21,64858372
4/13/2010,14.554909,16.26618,6.606376,57.762447,9.9,2.236447196,50424,14.26,5.21,64858372
4/14/2010,14.554909,16.00608,6.764639,56.69302,9.9,2.236447196,50424,14.26,5.21,64858372
4/15/2010,13.761517,15.81934,6.836988,56.43058,9.9,2.236447196,50424,14.26,5.07,64858372
4/16/2010,13.572616,15.27247,6.613158,54.993736,9.9,2.236447196,50424,14.26,5.07,64858372
4/19/2010,13.251484,15.18576,6.520461,54.39669,9.9,2.236447196,50424,14.26,5.07,64858372
4/20/2010,14.167654,16.03942,6.617680,56.797985,9.9,2.236447196,50424,14.26,5.07,64858372
4/21/2010,14.252663,15.81267,6.653855,56.378078,9.9,2.236447196,50424,14.26,5.07,64858372
4/22/2010,14.866596,16.29285,6.836988,58.995911,9.9,2.236447196,50424,14.26,5.07,64858372
4/23/2010,15.008270,16.75303,7.099254,58.720364,9.9,2.236447196,50424,14.26,5.07,64858372
4/26/2010,15.716653,17.47330,7.119602,60.439327,9.9,2.236447196,50424,14.26,5.07,64858372
4/27/2010,14.706029,16.46625,7.078906,57.998627,9.9,2.236447196,50424,14.26,5.07,64858372
4/28/2010,14.923266,16.77303,6.981687,58.24139,9.9,2.236447196,50424,14.26,5.07,64858372
4/29/2010,15.546639,17.37326,7.099254,61.115089,9.9,2.236447196,50424,14.26,5.06,64858372
4/30/2010,15.008270,16.57963,6.997513,57.893654,9.9,2.236447196,50424,14.26,5.06,64858372
5/3/2010,15.499416,17.10650,7.176125,60.281845,9.6,2.020986084,50424,13.84,5.06,66689997
5/4/2010,14.621023,15.91938,6.852815,57.51968,9.6,2.020986084,50424,13.84,5.06,66689997
5/5/2010,14.110987,15.54591,6.877685,56.141899,9.6,2.020986084,50424,13.84,5.06,66689997
5/6/2010,12.958684,14.43882,6.466199,52.848328,9.6,2.020986084,50424,13.84,5,66689997
5/7/2010,12.391977,14.13203,6.054714,50.50605,9.6,2.020986084,50424,13.84,5,66689997
5/10/2010,13.223150,15.50589,6.330545,54.541,9.6,2.020986084,50424,13.84,5,66689997
5/11/2010,13.449832,15.74598,6.375763,55.475712,9.6,2.020986084,50424,13.84,5,66689997
5/12/2010,13.884306,16.01941,6.522722,56.463055,9.6,2.020986084,50424,13.84,5,66689997
5/13/2010,13.563172,16.27284,6.398372,55.765324,9.6,2.020986084,50424,13.84,4.93,66689997
5/14/2010,12.892568,15.62593,6.208456,54.113152,9.6,2.020986084,50424,13.84,4.93,66689997
5/17/2010,12.580879,15.00570,6.163238,53.553673,9.6,2.020986084,50424,13.84,4.93,66689997
5/18/2010,12.259748,14.82563,6.179064,53.165306,9.6,2.020986084,50424,13.84,4.93,66689997
5/19/2010,12.061400,14.50550,6.086367,52.928341,9.6,2.020986084,50424,13.84,4.93,66689997
5/20/2010,11.116890,13.23836,5.681664,49.235683,9.6,2.020986084,50424,13.84,4.84,66689997
5/21/2010,11.730819,14.00532,5.661316,51.789616,9.6,2.020986084,50424,13.84,4.84,66689997
5/24/2010,11.135777,13.93195,5.656794,50.486309,9.6,2.020986084,50424,13.84,4.84,66689997
5/25/2010,11.286899,14.25208,5.668099,52.375435,9.6,2.020986084,50424,13.84,4.84,66689997
5/26/2010,11.060216,14.43882,5.656794,51.723804,9.6,2.020986084,50424,13.84,4.84,66689997
5/27/2010,12.108625,15.89270,5.885146,55.61393,9.6,2.020986084,50424,13.84,4.78,66689997
5/28/2010,11.768600,15.65928,5.787927,55.21241,9.6,2.020986084,50424,13.84,4.78,66689997
6/1/2010,11.494694,15.35250,5.720099,53.665569,9.4,1.053348973,50424,13.84,4.78,67619820
6/2/2010,11.778047,16.17280,5.873841,54.758232,9.4,1.053348973,50424,13.84,4.78,67619820
6/3/2010,12.042510,16.62631,5.993669,55.396721,9.4,1.053348973,50424,13.84,4.79,67619820
6/4/2010,11.456912,16.17280,5.767579,52.533413,9.4,1.053348973,50424,13.84,4.79,67619820
6/7/2010,10.399061,15.15242,5.412616,49.762257,9.4,1.053348973,50424,13.84,4.79,67619820
6/8/2010,10.824092,15.97940,5.634185,51.315666,9.4,1.053348973,50424,13.84,4.79,67619820
6/9/2010,10.474621,16.09277,5.860276,50.775921,9.4,1.053348973,50424,13.84,4.79,67619820
6/10/2010,10.824092,16.63298,5.921320,53.540478,9.4,1.053348973,50424,13.84,4.72,67619820
6/11/2010,10.956323,17.15318,6.142889,54.521255,9.4,1.053348973,50424,13.84,4.72,67619820
6/14/2010,11.286899,17.33325,6.194890,54.350121,9.4,1.053348973,50424,13.84,4.72,67619820
6/15/2010,11.872497,17.83344,6.231065,55.883808,9.4,1.053348973,50424,13.84,4.72,67619820
6/16/2010,11.674151,17.73340,6.118019,56.311653,9.4,1.053348973,50424,13.84,4.72,67619820
6/17/2010,11.504137,17.82010,6.043409,56.311653,9.4,1.053348973,50424,13.84,4.75,67619820
6/18/2010,11.362461,17.84678,5.995930,55.969383,9.4,1.053348973,50424,13.84,4.75,67619820
6/21/2010,11.551365,18.02684,5.833145,57.173935,9.4,1.053348973,50424,13.84,4.75,67619820
6/22/2010,11.230229,17.36660,5.661316,55.587605,9.4,1.053348973,50424,13.84,4.75,67619820
6/23/2010,11.296347,18.03351,5.733665,56.456463,9.4,1.053348973,50424,13.84,4.75,67619820
6/24/2010,10.569074,17.33325,5.625141,56.627598,9.4,1.053348973,50424,13.84,4.69,67619820
6/25/2010,10.880763,17.67338,5.735926,58.608868,9.4,1.053348973,50424,13.84,4.69,67619820
6/28/2010,10.389614,16.90642,5.469139,56.015457,9.4,1.053348973,50424,13.84,4.69,67619820
6/29/2010,9.492330,15.23245,5.374180,51.704033,9.4,1.053348973,50424,13.84,4.69,67619820
6/30/2010,9.105082,14.76561,5.222700,50.203259,9.4,1.053348973,50424,13.84,4.69,67619820
7/1/2010,9.161752,14.58554,5.215917,50.111118,9.4,1.235192778,50706,13.84,4.58,67436505
7/2/2010,8.953959,14.39880,5.114176,49.229088,9.4,1.235192778,50706,13.84,4.58,67436505
7/6/2010,8.755613,14.39880,5.073480,49.340996,9.4,1.235192778,50706,13.84,4.58,67436505
7/7/2010,9.350654,15.30581,5.186525,51.671143,9.4,1.235192778,50706,13.84,4.58,67436505
7/8/2010,9.275092,15.31248,5.288266,51.901497,9.4,1.235192778,50706,13.84,4.57,67436505
7/9/2010,9.416772,15.55257,5.297310,52.395172,9.4,1.235192778,50706,13.84,4.57,67436505
7/12/2010,9.275092,15.38584,5.206873,51.216949,9.4,1.235192778,50706,13.84,4.57,67436505
7/13/2010,9.822907,15.98607,5.421660,53.461517,9.4,1.235192778,50706,13.84,4.57,67436505
7/14/2010,9.841802,16.25284,5.405833,54.810883,9.4,1.235192778,50706,13.84,4.57,67436505
7/15/2010,9.681235,16.09944,5.399050,54.646324,9.4,1.235192778,50706,13.84,4.57,67436505
7/16/2010,9.095634,15.67261,5.152611,52.375435,9.4,1.235192778,50706,13.84,4.57,67436505
7/19/2010,9.020076,15.82600,5.234004,52.665047,9.4,1.235192778,50706,13.84,4.57,67436505
7/20/2010,9.473442,16.61297,5.385485,54.797718,9.4,1.235192778,50706,13.84,4.57,67436505
7/21/2010,9.152308,16.23283,5.448790,53.948605,9.4,1.235192778,50706,13.84,4.57,67436505
7/22/2010,9.586782,16.71968,5.973321,56.265579,9.4,1.235192778,50706,13.84,4.56,67436505
7/23/2010,9.936250,17.03313,6.154194,57.713673,9.4,1.235192778,50706,13.84,4.56,67436505
7/26/2010,10.351836,17.11983,6.145150,58.3456,9.4,1.235192778,50706,13.84,4.56,67436505
7/27/2010,10.531292,16.85973,6.145150,57.614956,9.4,1.235192778,50706,13.84,4.56,67436505
7/28/2010,10.484066,17.80009,6.004974,57.838734,9.4,1.235192778,50706,13.84,4.56,67436505
7/29/2010,10.380170,17.96015,6.066019,57.825588,9.4,1.235192778,50706,13.84,4.54,67436505
7/30/2010,10.257382,17.91347,6.192629,57.713673,9.4,1.235192778,50706,13.84,4.54,67436505
8/2/2010,10.644634,18.64708,6.387068,58.733948,9.5,1.148104562,50706,13.59,4.54,68196544
8/3/2010,10.550181,18.75378,6.357676,60.228127,9.5,1.148104562,50706,13.59,4.54,68196544
8/4/2010,10.370725,19.26732,6.466199,60.537491,9.5,1.148104562,50706,13.59,4.54,68196544
8/5/2010,10.134599,19.05390,6.414199,59.444836,9.5,1.148104562,50706,13.59,4.49,68196544
8/6/2010,10.115708,19.21396,6.434547,60.241287,9.5,1.148104562,50706,13.59,4.49,68196544
8/9/2010,10.455731,19.37402,6.540809,61.715725,9.5,1.148104562,50706,13.59,4.49,68196544
8/10/2010,10.266831,18.94719,6.366719,60.349537,9.5,1.148104562,50706,13.59,4.49,68196544
8/11/2010,9.577338,17.96015,6.188108,57.544567,9.5,1.148104562,50706,13.59,4.49,68196544
8/12/2010,9.511219,18.91384,6.127063,57.372982,9.5,1.148104562,50706,13.59,4.44,68196544
8/13/2010,9.530111,18.93385,6.314719,57.590786,9.5,1.148104562,50706,13.59,4.44,68196544
8/16/2010,9.397879,19.24731,6.366719,57.610584,9.5,1.148104562,50706,13.59,4.44,68196544
8/17/2010,9.719011,19.84754,6.443590,59.10218,9.5,1.148104562,50706,13.59,4.44,68196544
8/18/2010,9.605674,20.20100,6.531766,59.346359,9.5,1.148104562,50706,13.59,4.44,68196544
8/19/2010,9.388434,19.76750,6.468460,57.10899,9.5,1.148104562,50706,13.59,4.42,68196544
8/20/2010,9.369545,19.76083,6.454895,57.815182,9.5,1.148104562,50706,13.59,4.42,68196544
8/23/2010,9.133417,19.30066,6.461678,56.811985,9.5,1.148104562,50706,13.59,4.42,68196544
8/24/2010,8.736725,18.33363,6.167759,54.383236,9.5,1.148104562,50706,13.59,4.42,68196544
8/25/2010,8.868954,19.06724,6.287588,55.637196,9.5,1.148104562,50706,13.59,4.42,68196544
8/26/2010,8.632827,18.62040,6.269500,54.02684,9.5,1.148104562,50706,13.59,4.36,68196544
8/27/2010,8.878398,19.54075,6.552114,55.663612,9.5,1.148104562,50706,13.59,4.36,68196544
8/30/2010,8.557263,19.00055,6.380285,53.960831,9.5,1.148104562,50706,13.59,4.36,68196544
8/31/2010,8.510040,18.89384,6.371241,53.201851,9.5,1.148104562,50706,13.59,4.36,68196544
9/1/2010,8.736725,19.60078,6.524983,54.495422,9.5,1.143682658,50706,13.59,4.36,68630750
9/2/2010,8.982295,20.05428,6.703595,55.881409,9.5,1.143682658,50706,13.59,4.32,68630750
9/3/2010,9.293985,20.66785,6.705856,57.953793,9.5,1.143682658,50706,13.59,4.32,68630750
9/7/2010,9.038960,20.79457,6.563418,57.201382,9.5,1.143682658,50706,13.59,4.32,68630750
9/8/2010,9.652897,21.06133,6.762378,58.356358,9.5,1.143682658,50706,13.59,4.32,68630750
9/9/2010,9.700122,21.12135,6.936468,58.633583,9.5,1.143682658,50706,13.59,4.35,68630750
9/10/2010,9.766236,21.08801,6.836988,59.10218,9.5,1.143682658,50706,13.59,4.35,68630750
9/13/2010,9.955140,21.40813,6.893511,59.979935,9.5,1.143682658,50706,13.59,4.35,68630750
9/14/2010,9.756792,21.16804,6.816640,59.484962,9.5,1.143682658,50706,13.59,4.35,68630750
9/15/2010,9.879580,21.52817,6.703595,59.583961,9.5,1.143682658,50706,13.59,4.35,68630750
9/16/2010,9.671788,21.46815,6.642550,59.273758,9.5,1.143682658,50706,13.59,4.37,68630750
9/17/2010,9.520666,21.34810,6.545331,60.65974,9.5,1.143682658,50706,13.59,4.37,68630750
9/20/2010,10.266831,21.36144,6.699073,62.652916,9.5,1.143682658,50706,13.59,4.37,68630750
9/21/2010,10.134599,21.02798,6.574723,61.200947,9.5,1.143682658,50706,13.59,4.37,68630750
9/22/2010,9.974030,22.04170,6.407416,60.177956,9.5,1.143682658,50706,13.59,4.37,68630750
9/23/2010,9.605674,21.33477,6.396111,57.452171,9.5,1.143682658,50706,13.59,4.37,68630750
